,tweet,Subjectivity,Polarity,Analysis,label
649,       Uber n Ola really need  manage their operations at MUMBAI TERMINAL  Cabs asking for location before amp cancelling incessant chaos No one manages people or flow of vehicles Takes  min on avg Pathetic experience EVERYTIME,0.6,-0.4,Negative,0
650,  Stop nautanki Cant share pain of your Muslim friends sitting in USA  Only way for self deprecating idiots like you is accept Islam n start attending Jumme ki Namaz  Can Have wives Celebrate genocide of Kafirs for yr Blow shouting Ola ho Uber Add to world Peace👍🙌,0.9,-0.4,Negative,0
651,amp another  driver of  rank asks me in advance over the phone where do I have to go without even reaching me for pick up No exaggeration every second Driver does this nowadays Seems you are obliging me despite charging a surge for my ride   httpstcoACidhmxdA,0.45,-0.4,Negative,0
652,    is eating   and   business  Lemme explain   Ola Uber has less cabs on road and drivers are ruling them brutally for ex My last week experience in which cab wala kept cancelling my cab until I got frustrated  One bad experience is enough  httpstcoootKhvrHJS,0.416666667,-0.406944444,Negative,0
653,    your driver again disappointed me with my family I did book for railway station and in sedan car they dont have even space for single luggage bag Have to put on laps for travel,0.482142857,-0.410714286,Negative,0
654, Our driver after picking us up honked wildly at a lady in our society hurled very bad abuses on herit was really very nasty then in his anger drove rashly in his anger and hit a two wheeler right in front of our societyI am not sure if was drunk on duty  httpstcolfHBssKid,0.63640873,-0.459285714,Negative,0
655,  They do this at the worst possible timethey make us wait and then they cancel extremely irritating,0.933333333,-0.466666667,Negative,0
656,   it was worst ride I ever had The driver was so tired he slept twice during driving Its not his fault he completed his last ride yesterday at  again you placed him for another ride at  am Its fault of your system  httpstcoIMsZsYeaDt,0.588888889,-0.466666667,Negative,0
657,   Your app still says ill be charged for cancelation trips which your drivers cancelled and not me ,1,-0.5,Negative,0
658, This is my CRN number  My ride is scheduled for   AM today and still no cab has been allocated to me I cant contact the support because no phone number is working I am unable to cancel the ride too Care to help  Because i am stranded here  httpstcolIHwzvjB,0.5,-0.5,Negative,0
659,This driver  hadnt still cancelled the ride Its been over mins since hes machine got us Now we are unable to book another Ola as well  Trying to book an  now  httpstcoTcShoKce,0.5,-0.5,Negative,0
660, never ever gonna use Ola service again Lousy customer support Looters They will charge anything  I will also suggest others to not use Ola cabs,0.5,-0.5,Negative,0
661, Thank you sir we hope so nd sorry for over Egreesive but driver was ℅wrong,1,-0.5,Negative,0
662, unable to get through ,0.5,-0.5,Negative,0
663,   You are giving wrong info Sir Just for pick up they charged ₹ Refused to allow vehicle to pass Why this confusion can’t you inform all operators concerned what the rules are  Customer service is zilch in Chennai airport,0.9,-0.5,Negative,0
664,Booked cab on  when i called the driver he refused to come at the desired location and cancelled the ride Then why should i pay the cancellation charges Such a pathetic experience with   httpstcoqLtRJEEIZ,0.75,-0.5,Negative,0
665,   Sad,1,-0.5,Negative,0
666,  This is really sad Ola  Your drivers in Kanpur dont allow you to sit if you use Ola Money and this in Mumbai,1,-0.5,Negative,0
667, Ola does it again Bkd Ola Outstation y’nite sachs for  AM from Pune to Mumbai and got a cnfmn msgs saying he is OTW etc giving OTP and when he does not turn up and says he had declined the ride Ola says “ sorry for the inconvenience” “ will take time for alt one”,1,-0.5,Negative,0
668, Ola a fraud   throughout​ the network  fraudulent activity  grabbing money from customers account without the knowledge of  customers  by using wrong pins and password hence beware of ola,0.9,-0.5,Negative,0
669,One of my female  Friend had a terrible experience with ola   today the driver with the CRN no  misbehave with my friend and snatched her mobile while opposing he hold her hands and use slangs   ,0.583333333,-0.5,Negative,0
670,Awful condition of the vehicle Riding in an Ola driven by Indrajit Mondal    OTP  is needed to start the ride after boarding the cab Final bill amount will be shown on driver device Track the ride here  httpstcoteplebayJ,1,-0.5,Negative,0
671, Sorry can you now eloborate what should I do in the app Because the app doesn’t work,1,-0.5,Negative,0
672, unable to track booked rides  httpstcovSHpVnnlF,0.5,-0.5,Negative,0
673,    Being marathi manus voters drivers bribe amp continue Had this been a uber or Ola cab driven by migrants police RTO officials kali peeli together ruin driver alike me they file even illegal chalan to harass,0.5,-0.5,Negative,0
674, your drivers are unprofessional and rude Disappointed with the service     ,0.675,-0.525,Negative,0
675, You guys will loose all your clients soon just because of you pathetic jaatgujar drivers,0.634615385,-0.538461538,Negative,0
676, I dont want your stupid apology Why the hell I am getting sms of late fee when I have paid the bill through my Google pay account,0.8,-0.55,Negative,0
677,If you let me rate the copassengers on pool   Ill fucking tell you how its done Just let me  Please,0.9,-0.55,Negative,0
678, This is truly fucked up  ,0.7,-0.6,Negative,0
679, Thus S O B Was booked  hour ago and he canceled at the time of arrival Then ignores phone calls  Bloody thief of my time And OLA employes such Stupid drivers who steal  Blacklist this f er  bloody B d,0.825,-0.6,Negative,0
680, cab driver was very careless and liar he was not pick up my call  After mnt I was cancel my ride and Ola will take  rupees cancellation charge   ,1,-0.65,Negative,0
681,min in finding swipe to end trip in OLA share  definitely a bad UI  bad   for the user ,0.666666667,-0.7,Negative,0
682, should be   Bad cx by  Please do not use OLA anymore I will not use your bad cabs,0.666666667,-0.7,Negative,0
683,Why’s the  situation turned so bad I’m       ,0.666666667,-0.7,Negative,0
684,I guess they really hate ola and Uber in guwahati  httpstcoOQrbopBA,0.9,-0.8,Negative,0
685, The tweet was not for refund it was for how is kms base kms for a outstation ride,1,-0.8,Negative,0
686, very bad experience with Ola customer care In this era where customers Satisfaction is everything there Ola is lacking this Disappointed,0.808333333,-0.83,Negative,0
687, very bad your services  httpstcoVXTKqkW,0.866666667,-0.91,Negative,0
688,   Driver was speaking on the phone all the way while driving and was using abusive language with the person on the phone horrible experience  httpstcoKDoYKGrUqE,1,-1,Negative,0
689, getting worst customer serviceThere is no value of Ola commitment,1,-1,Negative,0
